"Age","Region","YearsExperience","YearsCurrentJob","JobDescription","JobType","Happiness","Income","Gender","SwitchedJobsLast6Months"
"24 - 26","CABA","1 - 2","1 - 2","sistemas","Full-Time",2,16428.5714285714,"M",0
"21 - 23","Cordoba","1 - 2","1 - 2","Analista Tecnico Funcional","Full-Time",1,20000,"M",0
"21 - 23","GBA","1 - 2","1 - 2","Soporte","Full-Time",2,15500,"M",0
"27 - 30","CABA","8 - 10","Menos de un año","QA / Tester","Full-Time",4,31428.5714285714,"M",0
"37 - 40","CABA","8 - 10","2 - 3","Developer","Full-Time",3,28571.4285714286,"M",0
"31 - 33","CABA","5 - 7","2 - 3","SysAdmin / DevOps","Part-Time",3,22142.8571428571,"F",0
"37 - 40","GBA","10+","4 - 5","SysAdmin / DevOps","Full-Time",2,11500,"M",0
"24 - 26","Santa Fe","5 - 7","3 - 4","Developer","Part-Time",2,9700,"M",0
"24 - 26","CABA","3 - 5","4 - 5","Developer","Full-Time",4,27142.8571428571,"M",0
"27 - 30","CABA","10+","9 - 10","SysAdmin / DevOps","Full-Time",4,45714.2857142857,"M",0
"27 - 30","CABA","3 - 5","2 - 3","HelpDesk","Full-Time",2,10000,"M",0
"37 - 40","CABA","8 - 10","3 - 4","SysAdmin / DevOps","Full-Time",1,42100,"M",0
"31 - 33","Santa Fe","5 - 7","2 - 3","Developer","Full-Time",3,25000,"M",0
"27 - 30","CABA","5 - 7","4 - 5","SysAdmin / DevOps","Full-Time",2,26000,"M",0
"31 - 33","GBA","5 - 7","2 - 3","QA / Tester","Part-Time",2,14285.7142857143,"M",0
"34 - 36","Cordoba","3 - 5","1 - 2","Developer","Full-Time",4,30000,"M",1
"31 - 33","CABA","3 - 5","4 - 5","Developer","Full-Time",5,28571.4285714286,"M",0
"34 - 36","GBA","10+","9 - 10","SysAdmin / DevOps","Full-Time",2,25428.5714285714,"M",0
"24 - 26","CABA","5 - 7","3 - 4","administrativo","Full-Time",3,19571.4285714286,"M",0
"34 - 36","CABA","10+","10+","HelpDesk","Full-Time",4,21000,"M",0
"27 - 30","Cordoba","3 - 5","3 - 4","QA / Tester","Full-Time",2,21428.5714285714,"M",0
"27 - 30","CABA","8 - 10","6 - 7","administration","Full-Time",2,22857.1428571429,"M",0
"31 - 33","CABA","10+","3 - 4","Consultor","Full-Time",4,40000,"M",0
"24 - 26","CABA","5 - 7","2 - 3","Developer","Full-Time",3,22857.1428571429,"M",0
"31 - 33","CABA","8 - 10","3 - 4","recepcionista","Full-Time",1,16714.2857142857,"F",0
"31 - 33","CABA","10+","9 - 10","Developer","Full-Time",3,37000,"M",0
"21 - 23","Santa Fe","Menos de un año","Menos de un año","Developer","Full-Time",3,14285.7142857143,"M",0
"24 - 26","CABA","3 - 5","1 - 2","Developer","Full-Time",3,25000,"M",0
"34 - 36","GBA","8 - 10","1 - 2","soporte","Full-Time",3,22857.1428571429,"M",0
"34 - 36","CABA","8 - 10","1 - 2","Developer","Full-Time",3,28000,"M",1
"27 - 30","Formosa","3 - 5","2 - 3","Networking","Full-Time",4,12000,"M",0
"27 - 30","CABA","8 - 10","Menos de un año","Operaciones en una agencia de viajes","Full-Time",3,25821.4285714286,"F",1
"27 - 30","Santa Fe","8 - 10","2 - 3","SysAdmin / DevOps","Full-Time",3,28571.4285714286,"M",0
"31 - 33","CABA","3 - 5","3 - 4","HelpDesk","Full-Time",1,9750,"M",0
"27 - 30","CABA","3 - 5","3 - 4","SysAdmin / DevOps","Part-Time",4,25000,"M",0
"31 - 33","CABA","3 - 5","4 - 5","SysAdmin / DevOps","Full-Time",3,28500,"M",0
"31 - 33","Santa Fe","3 - 5","2 - 3","PM","Full-Time",3,30000,"M",0
"21 - 23","CABA","1 - 2","Menos de un año","Developer","Full-Time",5,51142.8571428571,"M",1
"34 - 36","Salta","3 - 5","2 - 3","Networking","Freelance",2,14285.7142857143,"M",0
"34 - 36","CABA","10+","1 - 2","SysAdmin / DevOps","Full-Time",5,43000,"M",0
"34 - 36","CABA","8 - 10","2 - 3","QA / Tester","Full-Time",3,35714.2857142857,"M",0
"27 - 30","Santa Fe","3 - 5","1 - 2","Networking","Full-Time",3,10000,"M",0
"21 - 23","GBA","3 - 5","3 - 4","Storage / Backup","Full-Time",1,11428.5714285714,"M",0
"37 - 40","CABA","10+","10+","SysAdmin / DevOps","Full-Time",1,21428.5714285714,"M",0
"34 - 36","CABA","8 - 10","Menos de un año","HelpDesk","Full-Time",3,16428.5714285714,"M",0
"27 - 30","Misiones","1 - 2","1 - 2","HelpDesk","Full-Time",4,27142.8571428571,"M",0
"27 - 30","GBA","3 - 5","3 - 4","HelpDesk","Full-Time",3,12250,"F",0
"24 - 26","CABA","3 - 5","3 - 4","Analista funcional","Full-Time",3,28571.4285714286,"F",1
"31 - 33","CABA","8 - 10","4 - 5","Networking","Full-Time",3,50000,"M",0
"34 - 36","CABA","10+","1 - 2","Networking","Full-Time",3,30000,"M",0
"31 - 33","Catamarca","10+","6 - 7","SysAdmin / DevOps","Full-Time",2,18571.4285714286,"F",0
"18 - 20","CABA","1 - 2","Menos de un año","HelpDesk","Part-Time",2,8000,"M",0
"24 - 26","GBA","3 - 5","3 - 4","Soporte it","Full-Time",3,24285.7142857143,"M",0
"27 - 30","Mendoza","3 - 5","4 - 5","Developer","Full-Time",2,18857.1428571429,"F",0
"27 - 30","Santa Fe","3 - 5","1 - 2","DBA","Full-Time",3,20000,"M",0
"27 - 30","GBA","8 - 10","1 - 2","HelpDesk","Full-Time",3,20000,"M",0
"24 - 26","Cordoba","1 - 2","Menos de un año","Developer","Full-Time",2,16428.5714285714,"M",1
"31 - 33","GBA","3 - 5","3 - 4","HelpDesk","Full-Time",1,17000,"M",0
"24 - 26","CABA","3 - 5","1 - 2","Developer","Full-Time",2,20714.2857142857,"M",0
"27 - 30","Cordoba","5 - 7","2 - 3","Soporte On Site","Part-Time",2,17142.8571428571,"M",0
"18 - 20","CABA","1 - 2","Menos de un año","Developer","Full-Time",3,31357.1428571429,"M",0
"27 - 30","CABA","3 - 5","1 - 2","Cajero","Part-Time",2,14285.7142857143,"M",0
"31 - 33","GBA","8 - 10","3 - 4","SysAdmin / DevOps","Part-Time",3,10857.1428571429,"M",0
"37 - 40","GBA","10+","5 - 6","PM","Full-Time",2,28500,"M",0
"24 - 26","GBA","3 - 5","2 - 3","Developer","Full-Time",4,31428.5714285714,"M",0
"34 - 36","Cordoba","10+","8 - 9","SysAdmin / DevOps","Part-Time",3,42857.1428571429,"M",0
"21 - 23","Tucuman","Menos de un año","Menos de un año","Ventas","Part-Time",4,8571.42857142857,"M",0
"27 - 30","CABA","5 - 7","2 - 3","SAP Basis","Full-Time",3,21428.5714285714,"F",0
"37 - 40","CABA","10+","4 - 5","SysAdmin / DevOps","Full-Time",1,17500,"M",0
"27 - 30","GBA","5 - 7","5 - 6","HelpDesk","Part-Time",3,11428.5714285714,"M",0
"31 - 33","GBA","10+","4 - 5","Networking","Full-Time",4,38571.4285714286,"M",0
"27 - 30","CABA","3 - 5","Menos de un año","Online mkt","Full-Time",3,40000,"F",0
"27 - 30","CABA","5 - 7","3 - 4","HelpDesk","Full-Time",3,16000,"M",0
"34 - 36","Cordoba","10+","10+","SysAdmin / DevOps","Full-Time",3,22857.1428571429,"M",0
"31 - 33","Tierra del Fuego","10+","10+","HelpDesk","Full-Time",5,64285.7142857143,"M",0
"24 - 26","CABA","3 - 5","Menos de un año","soporte onsite","Full-Time",5,19285.7142857143,"M",1
"18 - 20","Entre Rios","1 - 2","Menos de un año","SysAdmin / DevOps","Full-Time",4,11428.5714285714,"F",0
"21 - 23","GBA","Menos de un año","Menos de un año","Developer","Part-Time",1,10000,"M",0
"24 - 26","GBA","3 - 5","3 - 4","Developer","Full-Time",2,18571.4285714286,"M",0
"31 - 33","La Pampa","8 - 10","4 - 5","Developer","Full-Time",4,24285.7142857143,"M",0
"41 - 45","Cordoba","10+","10+","SysAdmin / DevOps","Full-Time",2,22185.7142857143,"M",0
"24 - 26","Chaco","1 - 2","1 - 2","Developer","Full-Time",2,12000,"M",0
"31 - 33","GBA","5 - 7","6 - 7","PM","Full-Time",2,20800,"F",0
"41 - 45","CABA","3 - 5","Menos de un año","Developer","Full-Time",3,12857.1428571429,"M",0
"46 - 49","Santa Fe","10+","10+","SysAdmin / DevOps","Part-Time",3,25714.2857142857,"M",0
"27 - 30","CABA","1 - 2","Menos de un año","Developer","Full-Time",3,19571.4285714286,"M",1
"27 - 30","GBA","3 - 5","Menos de un año","Developer","Full-Time",3,31428.5714285714,"M",1
"18 - 20","CABA","1 - 2","Menos de un año","Developer","Part-Time",4,10000,"M",1
"41 - 45","CABA","10+","5 - 6","Networking","Part-Time",3,18000,"M",0
"21 - 23","CABA","Menos de un año","Menos de un año","HelpDesk","Full-Time",3,11428.5714285714,"F",1
"41 - 45","CABA","10+","8 - 9","HelpDesk","Full-Time",5,48000,"M",0
"46 - 49","Santa Fe","10+","3 - 4","SysAdmin / DevOps","Remoto (empresa de otro país)",5,54285.7142857143,"M",0
"24 - 26","CABA","Menos de un año","Menos de un año","Designer","Full-Time",3,6500,"M",0
"31 - 33","CABA","8 - 10","1 - 2"," Soporte técnico ","Full-Time",2,15000,"M",0
"41 - 45","CABA","10+","10+","SysAdmin / DevOps","Full-Time",2,35714.2857142857,"M",0
"27 - 30","CABA","8 - 10","3 - 4","SysAdmin / DevOps","Full-Time",1,30714.2857142857,"M",0
"31 - 33","Santa Fe","5 - 7","2 - 3","software developer","Full-Time",3,23285.7142857143,"F",0
"21 - 23","CABA","Menos de un año","Menos de un año","Developer","Full-Time",1,6800,"M",0
"21 - 23","CABA","5 - 7","4 - 5","Designer","Full-Time",4,21714.2857142857,"M",0
"24 - 26","CABA","3 - 5","2 - 3","Developer","Full-Time",5,23571.4285714286,"M",0
"27 - 30","CABA","Menos de un año","Menos de un año","Monitoring","Full-Time",2,15142.8571428571,"M",0
"24 - 26","CABA","Menos de un año","Menos de un año","Developer","Full-Time",4,16000,"F",0
"31 - 33","Cordoba","3 - 5","3 - 4","Developer","Full-Time",4,27857.1428571429,"M",0
"27 - 30","CABA","3 - 5","4 - 5","Middleware","Part-Time",3,25714.2857142857,"M",0
"27 - 30","CABA","Menos de un año","Menos de un año","Developer","Full-Time",2,15714.2857142857,"M",0
"24 - 26","CABA","5 - 7","1 - 2","Developer","Full-Time",3,26250,"M",0
"24 - 26","CABA","3 - 5","Menos de un año","Consultor Funcional y Tecnico","Full-Time",3,20700,"F",1
"24 - 26","CABA","3 - 5","3 - 4","HelpDesk","Full-Time",4,18571.4285714286,"M",0
"24 - 26","CABA","8 - 10","1 - 2","DBA","Full-Time",3,24285.7142857143,"M",0
"24 - 26","Rio Negro","1 - 2","1 - 2","Designer","Part-Time",1,28571.4285714286,"M",0
"21 - 23","CABA","Menos de un año","Menos de un año","DBA","Part-Time",3,10000,"M",0
"41 - 45","Cordoba","10+","10+","JDE","Full-Time",3,50000,"M",0
"31 - 33","GBA","8 - 10","1 - 2","Manager","Full-Time",3,34285.7142857143,"M",0
"34 - 36","Cordoba","10+","1 - 2","Developer","Full-Time",4,39900,"M",1
"34 - 36","GBA","10+","8 - 9","SysAdmin / DevOps","Full-Time",5,35714.2857142857,"M",0
"34 - 36","CABA","10+","1 - 2","PM","Full-Time",3,34285.7142857143,"M",1
"34 - 36","GBA","3 - 5","Menos de un año","Developer","Full-Time",2,15000,"M",1
"24 - 26","CABA","3 - 5","3 - 4","Developer","Full-Time",1,21428.5714285714,"M",0
"24 - 26","CABA","3 - 5","Menos de un año","Developer","Full-Time",2,21428.5714285714,"M",0
"41 - 45","GBA","10+","10+","SysAdmin / DevOps","Full-Time",3,30000,"M",0
"34 - 36","Cordoba","8 - 10","5 - 6","Developer","Full-Time",3,35714.2857142857,"M",0
"24 - 26","GBA","1 - 2","1 - 2","HelpDesk","Full-Time",2,12428.5714285714,"M",0
"41 - 45","GBA","10+","7 - 8","SysAdmin / DevOps","Full-Time",4,51428.5714285714,"M",0
"24 - 26","Cordoba","3 - 5","2 - 3","SysAdmin / DevOps","Full-Time",2,15714.2857142857,"M",0
"21 - 23","CABA","3 - 5","2 - 3","HelpDesk","Full-Time",3,15000,"M",0
"37 - 40","CABA","10+","1 - 2","PM","Full-Time",1,32000,"M",0
"27 - 30","Neuquen","8 - 10","Menos de un año","HelpDesk","Full-Time",4,24285.7142857143,"M",0
"27 - 30","CABA","10+","3 - 4","Developer","Remoto (empresa de otro país)",4,45000,"M",0
"37 - 40","Cordoba","8 - 10","9 - 10","PM","Full-Time",5,40000,"M",0
"21 - 23","CABA","3 - 5","Menos de un año","DBA","Full-Time",4,25000,"M",1
"27 - 30","CABA","8 - 10","1 - 2","Designer","Full-Time",2,22857.1428571429,"F",1
"27 - 30","CABA","5 - 7","5 - 6","Infosec","Part-Time",5,50000,"M",0
"24 - 26","CABA","3 - 5","Menos de un año","Infosec","Full-Time",4,28090,"M",1
"31 - 33","CABA","3 - 5","Menos de un año","Developer","Full-Time",4,21000,"M",1
"31 - 33","CABA","3 - 5","2 - 3","SysAdmin / DevOps","Full-Time",4,27142.8571428571,"M",0
"24 - 26","Cordoba","8 - 10","3 - 4","Networking","Full-Time",5,20285.7142857143,"M",0
"27 - 30","CABA","5 - 7","Menos de un año","Consultor","Full-Time",4,30714.2857142857,"M",0
"24 - 26","CABA","3 - 5","3 - 4","HelpDesk","Full-Time",3,10500,"M",0
"31 - 33","Cordoba","5 - 7","6 - 7","SysAdmin / DevOps","Part-Time",4,25714.2857142857,"M",0
"34 - 36","Cordoba","10+","7 - 8","Developer","Full-Time",3,22857.1428571429,"F",0
"21 - 23","CABA","Menos de un año","Menos de un año","Programador","Full-Time",2,9000,"M",1
"27 - 30","Santa Fe","3 - 5","2 - 3","QA / Tester","Full-Time",3,17000,"M",0
"27 - 30","Santa Fe","1 - 2","1 - 2","Soporte Tecnico","Full-Time",2,16308.5714285714,"M",0
"34 - 36","CABA","10+","8 - 9","QA / Tester","Full-Time",3,41428.5714285714,"M",0
"27 - 30","CABA","Menos de un año","Menos de un año","Developer","Full-Time",3,10000,"M",0
"24 - 26","CABA","1 - 2","Menos de un año","Networking","Full-Time",3,14285.7142857143,"M",0
"21 - 23","Mendoza","1 - 2","1 - 2","QA / Tester","Full-Time",4,18571.4285714286,"M",0
"21 - 23","CABA","1 - 2","1 - 2","HelpDesk","Full-Time",3,11142.8571428571,"M",0
"46 - 49","CABA","10+","8 - 9","PM","Full-Time",5,62000,"M",0
"21 - 23","CABA","1 - 2","Menos de un año","Designer","Full-Time",5,21000,"F",1
"27 - 30","CABA","3 - 5","3 - 4","SysAdmin / DevOps","Full-Time",3,32814.2857142857,"M",0
"27 - 30","CABA","3 - 5","Menos de un año","Consultor SAP","Full-Time",4,30000,"M",1
"27 - 30","GBA","1 - 2","1 - 2","Developer","Full-Time",4,17857.1428571429,"M",0
"31 - 33","San Luis","3 - 5","Menos de un año","Asesora en Salud","Full-Time",1,12000,"F",1
"24 - 26","CABA","Menos de un año","Menos de un año","Developer","Full-Time",4,15000,"M",0
"37 - 40","CABA","5 - 7","2 - 3","Developer","Full-Time",4,50000,"M",0
"37 - 40","CABA","10+","10+","HelpDesk","Full-Time",5,36000,"M",0
"31 - 33","CABA","5 - 7","1 - 2","HelpDesk","Full-Time",3,21428.5714285714,"M",0
"27 - 30","CABA","1 - 2","1 - 2","HelpDesk","Part-Time",3,14285.7142857143,"M",0
"37 - 40","Santiago del Estero","10+","10+","Networking","Full-Time",3,50000,"M",0
"24 - 26","GBA","10+","2 - 3","Networking","Part-Time",3,12000,"M",0
"24 - 26","CABA","1 - 2","1 - 2","Developer","Full-Time",4,30000,"M",0
"34 - 36","GBA","8 - 10","5 - 6","HelpDesk","Full-Time",4,28571.4285714286,"M",0
"21 - 23","CABA","1 - 2","1 - 2","HelpDesk","Part-Time",3,8285.71428571429,"M",0
"21 - 23","CABA","1 - 2","1 - 2","Developer","Full-Time",5,25000,"M",0
"31 - 33","GBA","1 - 2","Menos de un año","Developer","Full-Time",2,14600,"M",1
"18 - 20","GBA","1 - 2","Menos de un año","HelpDesk","Freelance",3,10500,"M",0
"27 - 30","La Pampa","3 - 5","4 - 5","Developer","Full-Time",3,29285.7142857143,"M",0
"24 - 26","CABA","3 - 5","Menos de un año","HelpDesk","Part-Time",4,16571.4285714286,"M",0
"21 - 23","CABA","1 - 2","Menos de un año","Networking","Full-Time",5,28571.4285714286,"M",1
"27 - 30","CABA","3 - 5","Menos de un año","Developer","Full-Time",2,21714.2857142857,"M",0
"27 - 30","CABA","8 - 10","2 - 3","seguridad y accesos en SAP y JDE","Full-Time",4,45000,"M",0
"31 - 33","San Juan","5 - 7","3 - 4","Networking","Full-Time",4,27000,"M",0
"31 - 33","Santa Fe","Menos de un año","5 - 6","Administrativo","Full-Time",1,12142.8571428571,"M",0
"24 - 26","Cordoba","1 - 2","1 - 2","Networking","Full-Time",2,14285.7142857143,"M",0
"37 - 40","Rio Negro","10+","1 - 2","HelpDesk","Full-Time",3,28571.4285714286,"M",0
"37 - 40","CABA","10+","3 - 4","Developer","Full-Time",3,32857.1428571429,"M",0
"27 - 30","Chaco","3 - 5","1 - 2","SysAdmin / DevOps","Part-Time",4,18571.4285714286,"M",0
"21 - 23","CABA","1 - 2","1 - 2","Storage / Backup","Full-Time",4,20000,"M",0
"27 - 30","Santa Fe","Menos de un año","Menos de un año","Developer","Full-Time",5,22222.8571428571,"F",1
"27 - 30","Cordoba","5 - 7","Menos de un año","tecnico instalador","Full-Time",4,19285.7142857143,"M",1
"24 - 26","Santiago del Estero","5 - 7","6 - 7","Encargado general de IT","Full-Time",2,10640,"M",0
"18 - 20","CABA","1 - 2","1 - 2","Ventas","Full-Time",2,16285.7142857143,"M",0
"27 - 30","Cordoba","8 - 10","4 - 5","SysAdmin / DevOps","Full-Time",5,32142.8571428571,"M",0
"27 - 30","CABA","5 - 7","6 - 7","SysAdmin / DevOps","Full-Time",3,25000,"M",0
"27 - 30","GBA","1 - 2","1 - 2","Developer","Full-Time",4,25968.5714285714,"M",0
"24 - 26","CABA","Menos de un año","Menos de un año","Designer","Full-Time",3,12857.1428571429,"M",0
"18 - 20","GBA","Menos de un año","Menos de un año","Designer","Freelance",2,15000,"M",0
"24 - 26","CABA","1 - 2","1 - 2","Asd","Full-Time",5,27142.8571428571,"M",0
"27 - 30","CABA","3 - 5","Menos de un año","Developer","Full-Time",4,25500,"M",1
"27 - 30","Cordoba","5 - 7","4 - 5","Developer","Full-Time",2,31000,"M",0
"27 - 30","GBA","1 - 2","1 - 2","PM","Full-Time",3,24285.7142857143,"M",0
"37 - 40","CABA","3 - 5","2 - 3","soporte nivel 2 de IBM Power Series","Part-Time",2,9000,"M",0
"34 - 36","GBA","5 - 7","2 - 3","coordinador","Full-Time",2,16400,"M",0
"27 - 30","Santa Fe","5 - 7","Menos de un año","Developer","Freelance",4,9000,"M",1
"27 - 30","CABA","8 - 10","Menos de un año","App support","Full-Time",5,27000,"M",1
"21 - 23","CABA","1 - 2","1 - 2","QA / Tester","Full-Time",3,13500,"M",1
"27 - 30","CABA","3 - 5","Menos de un año","Developer","Full-Time",4,24500,"M",1
"27 - 30","CABA","8 - 10","7 - 8","SysAdmin / DevOps","Full-Time",4,24000,"M",0
"41 - 45","San Luis","10+","10+","SysAdmin / DevOps","Full-Time",2,23000,"M",0
"37 - 40","GBA","10+","5 - 6","SysAdmin / DevOps","Full-Time",4,28000,"M",1
"21 - 23","CABA","1 - 2","1 - 2","Developer","Part-Time",4,22857.1428571429,"M",0
"37 - 40","CABA","10+","9 - 10","SysAdmin / DevOps","Full-Time",3,30714.2857142857,"M",0
"34 - 36","Mendoza","8 - 10","4 - 5","Multimedia","Freelance",2,13200,"M",0
"31 - 33","CABA","5 - 7","Menos de un año","PM","Full-Time",4,45000,"M",0
"27 - 30","CABA","1 - 2","1 - 2","HelpDesk","Full-Time",3,20714.2857142857,"M",0
"31 - 33","GBA","10+","4 - 5","Developer","Freelance",3,17000,"M",0
"27 - 30","CABA","10+","3 - 4","Developer","Remoto (empresa de otro país)",4,114285.714285714,"M",0
"24 - 26","CABA","3 - 5","1 - 2","HelpDesk","Full-Time",2,20000,"M",0
"24 - 26","CABA","5 - 7","Menos de un año","Developer","Full-Time",3,35000,"M",1
"24 - 26","CABA","5 - 7","Menos de un año","HelpDesk","Full-Time",3,17857.1428571429,"M",1
"31 - 33","CABA","3 - 5","2 - 3","Developer","Full-Time",3,33200,"M",0
"41 - 45","CABA","10+","10+","Developer","Part-Time",4,32142.8571428571,"M",0
"27 - 30","CABA","3 - 5","1 - 2","Infosec","Full-Time",4,27142.8571428571,"M",0
"27 - 30","GBA","3 - 5","4 - 5","HelpDesk","Full-Time",3,21428.5714285714,"M",0
"27 - 30","Santa Fe","5 - 7","1 - 2","Networking","Part-Time",4,23428.5714285714,"M",0
"37 - 40","GBA","10+","2 - 3","SysAdmin / DevOps","Full-Time",3,28000,"M",0
"34 - 36","CABA","Menos de un año","Menos de un año","Developer","Full-Time",5,26142.8571428571,"M",1
"41 - 45","GBA","10+","4 - 5","Networking","Full-Time",2,27142.8571428571,"M",0
"46 - 49","Jujuy","10+","10+","SysAdmin / DevOps","Part-Time",2,15000,"M",0
"24 - 26","CABA","3 - 5","Menos de un año","HelpDesk","Full-Time",2,14200,"M",1
"27 - 30","GBA","8 - 10","Menos de un año","SysAdmin / DevOps","Full-Time",4,27142.8571428571,"M",0
"27 - 30","GBA","8 - 10","1 - 2","Networking","Full-Time",3,23571.4285714286,"M",0
"27 - 30","CABA","5 - 7","1 - 2","HelpDesk","Full-Time",3,22142.8571428571,"M",0
"24 - 26","Chaco","3 - 5","4 - 5","SysAdmin / DevOps","Full-Time",3,14285.7142857143,"M",0
"34 - 36","Chubut","10+","6 - 7","Networking","Full-Time",3,28571.4285714286,"M",0
"24 - 26","CABA","3 - 5","Menos de un año","HelpDesk","Full-Time",3,15714.2857142857,"M",0
"24 - 26","CABA","1 - 2","1 - 2","HelpDesk","Part-Time",2,11000,"M",1
"27 - 30","Neuquen","3 - 5","1 - 2","Administracion","Part-Time",3,9428.57142857143,"M",0
"31 - 33","Tucuman","1 - 2","1 - 2","Developer","Full-Time",1,10000,"M",1
"31 - 33","GBA","10+","2 - 3","Networking","Full-Time",3,37000,"M",0
"37 - 40","San Luis","10+","9 - 10","HelpDesk","Full-Time",4,15000,"M",0
"27 - 30","Misiones","3 - 5","1 - 2","Developer","Part-Time",2,7800,"M",1
"31 - 33","GBA","8 - 10","1 - 2","Developer","Remoto (empresa de otro país)",3,36000,"M",1
"27 - 30","CABA","5 - 7","4 - 5","HelpDesk","Full-Time",3,21428.5714285714,"M",0
"21 - 23","GBA","3 - 5","2 - 3","Promotor","Full-Time",3,17428.5714285714,"M",0
"24 - 26","CABA","Menos de un año","Menos de un año","Analista de datos","Full-Time",4,18970,"M",0
"21 - 23","CABA","Menos de un año","Menos de un año","SysAdmin / DevOps","Part-Time",3,10000,"M",0
"34 - 36","GBA","10+","10+","Designer","Full-Time",3,42857.1428571429,"M",0
"24 - 26","GBA","3 - 5","3 - 4","HelpDesk","Part-Time",2,8000,"M",0
"21 - 23","CABA","1 - 2","1 - 2","Developer","Full-Time",3,24857.1428571429,"M",0
"24 - 26","CABA","3 - 5","1 - 2","Developer","Full-Time",3,18000,"M",0
"27 - 30","CABA","1 - 2","Menos de un año","Developer","Full-Time",4,16500,"M",1
"41 - 45","Cordoba","10+","10+","Networking","Part-Time",3,32857.1428571429,"M",0
"37 - 40","CABA","8 - 10","7 - 8","Soporte a usuarios +admin redes","Full-Time",5,35714.2857142857,"M",0
"31 - 33","Cordoba","8 - 10","8 - 9","Developer","Full-Time",3,24571.4285714286,"M",0
"31 - 33","Cordoba","3 - 5","Menos de un año","Networking","Full-Time",4,13000,"M",0
"27 - 30","Cordoba","3 - 5","1 - 2","Developer","Freelance",3,21000,"M",0
"37 - 40","GBA","10+","1 - 2","SysAdmin / DevOps","Full-Time",3,40000,"M",0
"31 - 33","CABA","10+","8 - 9","HelpDesk","Full-Time",4,55000,"M",0
"37 - 40","CABA","10+","4 - 5","Middleware","Full-Time",2,16000,"M",0
"31 - 33","CABA","8 - 10","1 - 2","Analista","Full-Time",4,28571.4285714286,"M",0
"41 - 45","Rio Negro","10+","3 - 4","SysAdmin / DevOps","Full-Time",2,28016,"M",0
"41 - 45","CABA","10+","10+","Soporte técnico Informático","Full-Time",3,31428.5714285714,"M",0
"34 - 36","Corrientes","10+","6 - 7","SysAdmin / DevOps","Full-Time",4,44285.7142857143,"M",0
"24 - 26","Cordoba","1 - 2","1 - 2","Designer","Freelance",3,14285.7142857143,"M",0
